text,vague_label
брух погромче,DELTA_PLUS_10
брух звук режет уши сейчас,DELTA_MINUS_25
ну не слышно плиз,DELTA_PLUS_25
брух потише пожалуйста,DELTA_MINUS_10
корочче плохо слышно сейчас,DELTA_PLUS_15
бивис комфортно плиз,SET_60
на середину,SET_50
пожалуйстта добавь громкости брат,DELTA_PLUS_10
брух чуть тише плиз,DELTA_MINUS_5
короче чуть тише,DELTA_MINUS_5
слушай зактни,SET_0
эй бивис заглуши звук плиз,SET_0
орёт сейчас,DELTA_MINUS_25
ну почти на максимум быстро,SET_90
сделай чуть громче брат,DELTA_PLUS_5
эй бивис сделай почти без звука,SET_10
слушай слышно фигово плиз,DELTA_PLUS_15
пожалуйста очень тихо брат,DELTA_PLUS_25
брух сделай ноль сейчас,SET_0
бивис грромковато,DELTA_MINUS_10
слушай поотише,DELTA_MINUS_10
короче слегка громче,DELTA_PLUS_5
биивс расскажи анекдот брат,UNKNOWN
эй бивис добавь громкости плиз,DELTA_PLUS_10
бивис сделай звук обычным,SET_60
ну немного тише бысрто,DELTA_MINUS_5
бивис заткни,SET_0
пожалуйста тише плиз,DELTA_MINUS_10
ну какая погода,UNKNOWN
громковато как то плиз,DELTA_MINUS_10
пожалуйста чуть чуть потише плиз,DELTA_MINUS_5
ну мне не слышно сейчас,DELTA_PLUS_25
бивис фиогво слышно,DELTA_PLUS_15
короче погромче,DELTA_PLUS_10
сделай ноль пожалуйста,SET_0
короче закрой окно брат,UNKNOWN
брух приглуши плиз,SET_20
переключи песню плиз,UNKNOWN
короче в ноль пожалуйста,SET_0
ну чуть тише быстро,DELTA_MINUS_5
слушай фигво слышно сейчас,DELTA_PLUS_15
слушай почти не слышу пожалуйста,DELTA_PLUS_25
бивис сделаай чуть громче быстро,DELTA_PLUS_5
короче очень тихо слышно плиз,DELTA_PLUS_15
пожалуйтса на полную,SET_100
ну гроомко слишком,DELTA_MINUS_15
ну погромче сейчас,DELTA_PLUS_10
слушай расскажи анекдот быстро,UNKNOWN
бивис бивис чуть чуть потише быстро,DELTA_MINUS_5
слушай без звука,SET_0
эй бивис запусти блокнот,UNKNOWN
слушай запутси блокнот,UNKNOWN
бивис поставь таймер,UNKNOWN
короче без звука плиз,SET_0
короче мьют быстро,SET_0
чуть убавь сейчас,DELTA_MINUS_5
бивис чуть чуть потие,DELTA_MINUS_5
пожалйуста запусти блокнот,UNKNOWN
пожалуйста ничего не слышно быстро,DELTA_PLUS_25
ну переключи песю пожалуйста,UNKNOWN
короче переключи песнню плиз,UNKNOWN
эй бивис немного громчче сейчас,DELTA_PLUS_5
почти максимум брат,SET_90
бивис громко но не максимум брат,SET_80
слушай заглуши звук брат,SET_0
слушаай бивис чуть чуть потише брат,DELTA_MINUS_5
короче без звука быстро,SET_0
слушай добавь громкости,DELTA_PLUS_10
слушай выключи звук пожалуйста,SET_0
бивис чуть чуть потише плиз,DELTA_MINUS_5
бивис мне не слышно сейчас,DELTA_PLUS_25
короче бивис чуть чуть громче быстро,DELTA_PLUS_5
бивис слышшно фигово сейчас,DELTA_PLUS_15
бивис добавь громкости плиз,DELTA_PLUS_10
эй бивис сделай звук обычным быстро,SET_60
пожалуйсста нормально плиз,SET_50
пожалуйста какая погода сейчас,UNKNOWN
пожалуйста громковато быстро,DELTA_MINUS_10
брух орет брат,DELTA_MINUS_25
бивис заткнись сейчас,SET_0
бивис плохо слышно,DELTA_PLUS_15
эй бивис открой браузер быстро,UNKNOWN
пожалуйста переключи пеесню быстро,UNKNOWN
ну ничего не слшыно пожалуйста,DELTA_PLUS_25
короче еле сышно,DELTA_PLUS_15
чуть прибавь быстро,DELTA_PLUS_5
эй бивис откллючи звук,SET_0
брух сделай поочти без звука плиз,SET_10
сделай приглушенно,SET_20
пожалуйста бивис чуть чуть потие плиз,DELTA_MINUS_5
короче сделай погромче нормально плиз,SET_70
ну затккнись,SET_0
бивис сделай звук еле еле брат,SET_10
слушай уши режет бсытро,DELTA_MINUS_25
брух сделай звук обычным брат,SET_60
ну на ноль плиз,SET_0
ну чуть прибавь сейчас,DELTA_PLUS_5
пожалуйста на середину пожалуйста,SET_50
короче почти не слышу пожалуйста,DELTA_PLUS_25
коорче плохо слышно,DELTA_PLUS_15
короче отркой ютуб,UNKNOWN
слушай средне пожалуйста,SET_50
короче комфортно брат,SET_60
брух слышно фигово сейчас,DELTA_PLUS_15
бивис а ну тихо,DELTA_MINUS_10
ну средне пожалуйста,SET_50
почти на максмум,SET_90
корче обычный уровень брат,SET_60
бивис совсем не слышно,DELTA_PLUS_25
короче еле слышно быстро,DELTA_PLUS_15
брух расскажи анекдот сейчас,UNKNOWN
ну найди файл,UNKNOWN
поалуйста чуть прибавь брат,DELTA_PLUS_5
короче затнкись пожалуйста,SET_0
короче сделай приглушенно пожаулйста,SET_20
эй бивис чуть убавь,DELTA_MINUS_5
слушай тихо слышно,DELTA_PLUS_15
эй бивис сделай звук обычным сейчас,SET_60
биивс закрой окно плиз,UNKNOWN
ну без звука сейчас,SET_0
пожалуйста не слышно сейчас,DELTA_PLUS_25
эй бивис сдлай приглушенно пожалуйста,SET_20
короче на максимум быстро,SET_100
заткнись,SET_0
брух звук еле слышно пожалуйста,DELTA_PLUS_15
брух на полную быстро,SET_100
бивис тихо слышно брат,DELTA_PLUS_15
слуай поставь таймер плиз,UNKNOWN
бивис громко но не максимум пожалуйста,SET_80
эй бивис сделай ноль брат,SET_0
бивис слышно фиигово,DELTA_PLUS_15
ну сдеалй ноль пожалуйста,SET_0
ну пчоти не слышу брат,DELTA_PLUS_25
короче добавь громкоти быстро,DELTA_PLUS_10
биис не слышно сейчас,DELTA_PLUS_25
